compound_chembl_id,assay_description,standard_type,bao,pchembl_value,target_chembl_id,hgncid,target_name
CHEMBL460496,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL1730681,PubChem BioAssay. Nrf2 qHTS screen for inhibitors: Nrf2 A549 ARE-Fluc Confirmation Assay for Hit Validation.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL1360617,PubChem BioAssay. qHTS Assay to Find Inhibitors of Pin1. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2288,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
CHEMBL1730681,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1730681,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL460496,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Rango (Ran-regulated importin-beta cargo) - Importin beta complex formation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540273],Potency,BAO_0000186,,CHEMBL3885594,SNUPN,Importin subunit beta-1/Snurportin-1
CHEMBL1730681,PubChem BioAssay. qHTS of GLP-1 Receptor Inverse Agonists (Inhibition Mode). (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1784,GLP1R,Glucagon-like peptide 1 receptor
CHEMBL460496,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of JMJD2A-Tudor Domain. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504402],Potency,BAO_0000186,,CHEMBL5896,KDM4A,Lysine-specific demethylase 4A
CHEMBL1730681,PubChem BioAssay. qHTS of PTHR Inhibitors: Primary Screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1793,PTH1R,Parathyroid hormone receptor
CHEMBL428377,Antagonist activity at human adenosine A1 receptor,IC50,BAO_0000190,,CHEMBL226,ADORA1,Adenosine A1 receptor
CHEMBL1730681,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1363117,"PubChem BioAssay. qHTS for Agonist of gsp, the Etiologic Mutation Responsible for Fibrous Dysplasia/McCune-Albright Syndrome: qHTS. (Class of assay: confirmatory) ",Potency,BAO_0000186,,CHEMBL4377,GNAS,"Guanine nucleotide-binding protein G(s), subunit alpha"
CHEMBL428377,Antagonist activity at human adenosine A3 receptor after 15 to 30 mins,IC50,BAO_0000190,8.77,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL1730681,"PUBCHEM_BIOASSAY: qHTS screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493107, AID493125]",Potency,BAO_0000186,,CHEMBL1741209,ATAD5,ATPase family AAA domain-containing protein 5
CHEMBL460496,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.75,CHEMBL2093861,MEN1,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL460496,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of BAZ2B. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504391],Potency,BAO_0000186,,CHEMBL1741220,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B
CHEMBL1363117,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.4,CHEMBL2093861,KMT2A,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL1363117,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.4,CHEMBL2093861,MEN1,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL1730681,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1730681,PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Potency,BAO_0000186,,CHEMBL1741193,CBX1,Chromobox protein homolog 1
CHEMBL460496,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Rango (Ran-regulated importin-beta cargo) - Importin beta complex formation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540273],Potency,BAO_0000186,,CHEMBL3885594,KPNB1,Importin subunit beta-1/Snurportin-1
CHEMBL460496,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1730681,PubChem BioAssay. qHTS for Inhibitors of ATXN expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1795085,ATXN2,Ataxin-2
CHEMBL1730681,PubChem BioAssay. qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-NT fibrosarcoma cell line. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2007625,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic
CHEMBL1363117,PUBCHEM_BIOASSAY: qHTS Assay for Agonists of the Relaxin Receptor RXFP1. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.75,CHEMBL1293316,RXFP1,Relaxin receptor 1
CHEMBL1730681,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL2113441,"Percentage of [35S]GTP-gamma-S, binding to the human adenosine A3 receptor stimulated at 10E-4 M",Radioligand bound,BAO_0000179,,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL1363117,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],Potency,BAO_0000186,4.4,CHEMBL3577,ALDH1A1,Aldehyde dehydrogenase 1A1
CHEMBL428377,Antagonist activity at human adenosine A3 receptor after 15 to 30 mins,Imax,BAO_0000179,,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL1360617,PubChem BioAssay. qHTS for Inhibitors of PLK1-PDB (polo-like kinase 1 - polo-box domain): Primary Screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL3024,PLK1,Serine/threonine-protein kinase PLK1
CHEMBL460496,"PubChem BioAssay. qHTS for Agonist of gsp, the Etiologic Mutation Responsible for Fibrous Dysplasia/McCune-Albright Syndrome: qHTS. (Class of assay: confirmatory) ",Potency,BAO_0000186,,CHEMBL4377,GNAS,"Guanine nucleotide-binding protein G(s), subunit alpha"
CHEMBL1360617,PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Potency,BAO_0000186,,CHEMBL1741193,CBX1,Chromobox protein homolog 1
CHEMBL428377,Agonist activity at human adenosine A1 receptor,EC50,BAO_0000188,,CHEMBL226,ADORA1,Adenosine A1 receptor
CHEMBL1363117,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL1360617,"PubChem BioAssay. qHTS for Agonist of gsp, the Etiologic Mutation Responsible for Fibrous Dysplasia/McCune-Albright Syndrome: qHTS. (Class of assay: confirmatory) ",Potency,BAO_0000186,,CHEMBL4377,GNAS,"Guanine nucleotide-binding protein G(s), subunit alpha"
CHEMBL2113428,"Percentage of [35S]GTP-gamma-S, binding to the human adenosine A3 receptor stimulated at 10E-4 M",Radioligand bound,BAO_0000179,,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL1872317,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL1730681,"PUBCHEM_BIOASSAY: Nrf2 qHTS screen for inhibitors. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493153, AID493163, AID504648]",Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL604009,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA1,Adenosine receptors; A1 & A2
CHEMBL2029010,Antagonist activity at human P2Y purinoceptor 2 expressed in human 1321N1 cells assessed as inhibition of UTP-induced increase in intracellular calcium concentration by spectrofluorimetry,Activity,BAO_0000375,,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL1606485,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,6.15,CHEMBL1293232,SMN2,Survival motor neuron protein
CHEMBL604224,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2A,Adenosine receptors; A1 & A2
CHEMBL603379,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2A,Adenosine receptors; A1 & A2
CHEMBL1564489,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,5.3,CHEMBL1293232,SMN2,Survival motor neuron protein
CHEMBL1564489,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL274366,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL603379,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2B,Adenosine receptors; A1 & A2
CHEMBL1564489,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL289,CYP2D6,Cytochrome P450 2D6
CHEMBL383095,Activation of PPARgamma in CV1 cells transfected with PPARgamma and luciferase reporter gene,Activity,BAO_0000375,,CHEMBL235,PPARG,Peroxisome proliferator-activated receptor gamma
CHEMBL604224,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2B,Adenosine receptors; A1 & A2
CHEMBL1564489,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,5.3,CHEMBL1293232,SMN1,Survival motor neuron protein
CHEMBL2029010,Agonist activity at human P2Y purinoceptor 4 expressed in human 1321N1 cells assessed as increase in intracellular calcium concentration by spectrofluorimetry,EC50,BAO_0000188,5.03,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL604009,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,6.54,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL605879,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA1,Adenosine receptors; A1 & A2
CHEMBL2029010,Agonist activity at human P2Y purinoceptor 4 expressed in human 1321N1 cells assessed as increase in intracellular calcium concentration by spectrofluorimetry,EC50,BAO_0000188,4.78,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL1606485,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,6.15,CHEMBL1293232,SMN1,Survival motor neuron protein
CHEMBL604224,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.61,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL607874,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.64,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL2029010,Antagonist activity at human P2Y purinoceptor 4 expressed in human 1321N1 cells assessed as inhibition of UTP-induced increase in intracellular calcium concentration by spectrofluorimetry,Activity,BAO_0000375,,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL605879,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.18,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL603379,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.28,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL603379,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA1,Adenosine receptors; A1 & A2
CHEMBL1564489,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp1a2 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3356,CYP1A2,Cytochrome P450 1A2
CHEMBL604009,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2A,Adenosine receptors; A1 & A2
CHEMBL274366,PubChem BioAssay. qHTS of PTHR Inhibitors: Primary Screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1793,PTH1R,Parathyroid hormone receptor
CHEMBL605879,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2B,Adenosine receptors; A1 & A2
CHEMBL1564489,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3622,CYP2C19,Cytochrome P450 2C19
CHEMBL604224,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA1,Adenosine receptors; A1 & A2
CHEMBL2029010,Agonist activity at human P2Y purinoceptor 2 expressed in human 1321N1 cells assessed as increase in intracellular calcium concentration by spectrofluorimetry,EC50,BAO_0000188,4.61,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL604009,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,6.54,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL607874,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.64,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL604224,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.61,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL605879,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.18,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL603379,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.28,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL274366,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL274366,PubChem BioAssay. qHTS for Antagonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1): primary screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2029197,RAPGEF3,Rap guanine nucleotide exchange factor 3
CHEMBL604009,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2B,Adenosine receptors; A1 & A2
CHEMBL2029010,Agonist activity at human P2Y purinoceptor 2 expressed in human 1321N1 cells assessed as increase in intracellular calcium concentration at 100 uM by spectrofluorimetry,Activity,BAO_0000375,,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL1564489,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL605879,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA2A,Adenosine receptors; A1 & A2
CHEMBL11919,PUBCHEM_BIOASSAY: qHTS Assay for Identification of Small Molecule Antagonists for Thrombopoietin (TPO) Signaling Pathway. (Class of assay: confirmatory) [Related pubchem assays: 917 ],Potency,BAO_0000186,5.0,CHEMBL1293256,THPO,Thrombopoietin
CHEMBL11919,Agonist activity at human histamine H3 receptor expressed in human SK-N-MC cells by CRE-beta galactosidase reporter gene assay,EC50,BAO_0000188,8.0,CHEMBL264,HRH3,Histamine H3 receptor
CHEMBL1320232,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL11919,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp1a2 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3356,CYP1A2,Cytochrome P450 1A2
CHEMBL11919,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3622,CYP2C19,Cytochrome P450 2C19
CHEMBL11919,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL289,CYP2D6,Cytochrome P450 2D6
